"GEONAME_H";"CAT";"C_ROZH";"ROK_ST";"D_ROZH";"GN_ID"
"Hanin les";"Pole";"P-321/1990";2013;"16.07.1990";{375D5A34-3A7B-4D95-8159-D378BC52F3D7}
"Davidov kan·l";"Kan·l, n·hon";"P-108/1978";2007;"30.03.1978";{16EDF644-ABEF-46C3-84A9-3FED0259AA38}
"Za Zverincom";"Les";"GK-1115/1993";2003;"09.06.1993";{D4D7409F-7107-470A-8C9C-C37C3AC5EF7B}
"HriÚova hora";"Vrch";"P-378/1975";2010;"19.11.1975";{CED9A834-E624-4EE8-AF1E-66D4143EB97F}
"Blava";"Vodn˝ tok";"P-108/1978";2005;"30.03.1978";{9CBEAF1A-F320-4E5F-B79A-23F78FAE1F54}
"Tmav·";"Vrch";"P-164/1976";1986;"23.06.1976";{371A3A6B-7B03-A998-E053-3DC4A8C0B402}
"Topoæovec-Vrbina";"Kan·l, n·hon";"P-108/1978";2005;"30.03.1978";{7680FE9B-86FB-4D52-857D-D8A0CE0E41A5}
"Mostov·";"L˙ka, pasienok";"P-170/1989";2007;"27.06.1989";{EFA5D3FA-FD20-475C-81A3-447BD7A6778F}
"Brestov diel";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1993;"09.09.1981";{6751AEC7-365D-41FA-AA56-14C357E1EC1A}
"StadliËka";"Les";"P-164/1976";1993;"23.06.1976";{9541502D-7E34-4359-83C0-79CB93DCB9C2}
"Priedhorie";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{431158C5-292C-E1DD-E053-3DC4A8C0E087}
"Trnavka";"Vodn˝ tok";"P-378/1975";2005;"19.11.1975";{996A0607-0437-4A86-883B-C120AC68F147}
"Lidersk˝ kan·l";"Kan·l, n·hon";"P-108/1978";1992;"30.03.1978";{2DA55259-8021-4DE7-AB2E-494A197ED221}
"Tuharce";"Dolina";"P-164/1976";1992;"23.06.1976";{FD7E6860-6899-4E83-812A-86950C018903}
"Pod dielom";"Les";"P-378/1975";1993;"19.11.1975";{674C5955-79D4-48BD-A736-D0A5C2864551}
"BanskÈ";"Vrch";"P-164/1976";1994;"23.06.1976";{9CA71FDC-CCA4-4AC5-A44C-12F1ACCFC35A}
"»ierna voda";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{19933406-9D3D-4C26-ACB3-CAE7BB2371D2}
"Jazierko";"RybnÌk, rybnÌky";"P-378/1975";1990;"19.11.1975";{580FD8C1-63E6-4B13-A481-0D90770D7E36}
"Palkovec";"Les";"P-164/1976";1994;"23.06.1976";{40DEA930-F75D-C059-E053-3DC4A8C0E577}
"Nad Ëap·öom";"Pole";"GK-2327/1993";2003;"09.11.1993";{BDD1D90D-3010-4BC4-93E8-4B51DBBF8D0C}
"Pod Ëap·öom";"Pole";"GK-2327/1993";2003;"09.11.1993";{31DF2C62-D2B0-407D-ADB5-F70531D15A5F}
"MalÈ Vreteno";"Vrch";"P-164/1976";1994;"23.06.1976";{380C6CB4-13A5-8899-E053-3DC4A8C00FED}
"ZadnÈ pole pod unÌnskou cestou";"Pole";"P-4/1989";2007;"11.01.1989";{02E4FD0F-1804-419A-867C-3C8210C6ED53}
"Santoberk";"Vrch";"P-212/1982";2007;"21.10.1982";{A00E5142-A7F2-4043-9F18-315E1F6096E4}
"Padelky nad S˝pkami";"Les";"P-4/1989";2007;"09.09.1989";{8CFF5BEF-6AD8-42C0-AF50-79DE246D6394}
"BajËiny";"Pole";"P-190/1988";2012;"01.07.1988";{FF227A1E-F2E8-4135-9D61-B6890638B74D}
"œaletick˝ potok";"Vodn˝ tok";"P-378/1975";1992;"19.11.1975";{DD15F98B-DC3B-4DCA-814F-2F1154CFD93A}
"Muraöovky";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{B93EB704-1363-4564-B568-A77C26A58D90}
"Na Jame";"Vrch";"P-170/1989";2007;"27.06.1989";{38119BA8-0A70-0AD4-E053-3DC4A8C097BF}
"T‡stie";"Vrch";"P-164/1976";2007;"23.06.1976";{702D9891-369F-4B78-87EF-38834A299BBC}
"Kol·rov·";"Les";"P-261/1984";1985;"28.09.1984";{75935ABE-A7CE-4CE9-99F0-492782A8ECBB}
"SlonËÌkovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{2FA18998-8971-44CE-AF99-AD299D25EBEE}
"Trnavka";"Vodn˝ tok";"P-108/1978";2005;"30.03.1978";{088F6BF0-5CB7-486F-9955-D279E1D2A83F}
"Komatn·";"Dolina";"P-164/1976";1994;"23.06.1976";{D0D050A5-7386-463B-A37E-5628D8967851}
"DlhÈ diely";"Pole";"P-108/1978";1988;"30.03.1978";{4819A451-A3EB-496F-A544-C38E7140AD80}
"Bradl·";"Vodn˝ tok";"P-378/1975";2012;"19.11.1975";{CF69C2C8-1154-4417-B6E9-985888F853A4}
"MichalÌËkovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1989;"09.09.1981";{51E88384-7F2B-4F34-8B88-32B7073305F7}
"DlhÈ pole";"Pole";"P-108/1978";1991;"30.03.1978";{C4A65499-E34D-4632-AF61-3910F78E45AA}
"Kom·rÚansk· paûiù";"Pole";"P-108/1978";1991;"30.03.1978";{AC5C7072-8D2F-41ED-942F-D7E107D0EE72}
"ätefansk· sihoù";"Pole";"P-108/1978";1993;"30.03.1978";{D5BA1851-B532-4EF2-8396-07DA86946EB2}
"Anton";"BaÚa, öachta, ötÙlÚa";"P-255/1992";2013;"16.06.1992";{FD9DC4C8-3F63-4603-B4A8-5A3EEBA5681F}
"Prokop";"BaÚa, öachta, ötÙlÚa";"P-255/1992";2013;"16.06.1992";{2B3566E0-3C17-4C9D-B429-FA04DE084BF9}
"Okr˙hla l˙ka";"Pole";"P-108/1978";1991;"30.03.1978";{FE04884E-56FD-4561-B388-EBD9FA412F02}
"Zlatn·-KameniËn·";"Kan·l, n·hon";"P-108/1978";2007;"30.03.1978";{6DA3399C-B5FF-4CD9-A6A5-4164D6041904}
"Topolianska preloûka";"Kan·l, n·hon";"P-425/1990";1993;"31.10.1990";{10CB9D1E-8576-4A81-8B8C-84455E25A41D}
"Veæk˝ chrb·t vrchn˝";"Pole";"P-190/1988";2017;"01.07.1988";{3D27F30E-5AAD-C836-E053-3DC4A8C08A49}
"Veæk˝ chrb·t spodn˝";"Pole";"P-190/1988";2017;"01.07.1988";{6F94AD76-1B1A-432B-8A82-A6C056DAA6B0}
"Sl·deËkovsk˝ kan·l";"Kan·l, n·hon";"P-108/1978";2003;"30.03.1978";{A6EDAE29-9948-44AC-94A6-2230DA61DF07}
"HornÈ Z·humnie";"Pole";"P-185/1987";2007;"03.06.1987";{5D32F281-89F6-42BA-B7EA-0D447390374B}
"M·ria Pomocn·";"BaÚa, öachta, ötÙlÚa";"P-387/1992";2013;"23.09.1992";{D5B347C3-DF77-433F-86D5-F315F7EFD2EF}
"Borzov";"BaÚa, öachta, ötÙlÚa";"P-98/1990";2013;"08.02.1990";{6C7CE2DB-B1FB-46C2-A162-7377088B98D1}
"baÚa Michal";"BaÚa, öachta, ötÙlÚa";"P-98/1990";2013;"08.02.1990";{83FFC958-3610-456F-BDAE-9781C17D7907}
"KaöiËky";"Pole";"P-4/1989";2007;"11.01.1989";{439724D7-566F-4FD9-97E2-F1DCF3B6ABB0}
"»ierùaû";"Les";"P-306/1992";2007;"11.08.1992";{623612C9-9712-4B56-B22B-E6528B7398CF}
"KonËin·";"Les";"P-395/1991";2007;"05.08.1991";{C9D34DE6-6502-400B-A3AB-4D637939E28A}
"Roz·lka";"Kaplnka";"P-4/1989";2007;"11.01.1989";{972465B7-9EA2-41B6-9DA8-78DE170A10B8}
"VysoËiansky kan·l";"Kan·l, n·hon";"P-108/1978";2003;"30.03.1978";{447FDF17-1E7B-4E09-8D78-C4810BF33885}
"Olöovec";"Vodn˝ tok";"P-378/1975";1988;"19.11.1975";{A3832178-728D-45C4-953B-1007A7B6CAB1}
"Olöovec";"Vodn˝ tok";"P-378/1975";1988;"19.11.1975";{EE583E7B-DA64-4516-B266-12AEE1357EFF}
"Hlavina";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1991;"09.09.1981";{5286A596-BAA0-4558-96FA-4888134C342B}
"Zar˙banica";"L˙ka, pasienok";"P-4/1989";2007;"11.01.1989";{67CC0591-19B5-4EFD-A744-163538213473}
"Pod vinohradmi";"Vinica";"P-190/1988";2009;"01.07.1988";{10D97573-20F0-4B22-9469-C97B299DC58C}
"Telesn˝ vrch";"Vrch";"P-108/1978";1985;"30.03.1978";{13406078-0729-4758-9A51-F56F576BE6F2}
"Trnavka";"Vodn˝ tok";"P-378/1975";2005;"19.11.1975";{E15175A0-525C-4B38-BB8A-F376AB04DB3B}
"Na hore";"Vrch";"P-164/1976";1987;"23.06.1976";{A959BC63-2637-4BE7-8864-C829CF1A4C09}
"Veæk· sihoù";"Pole";"P-108/1978";1991;"30.03.1978";{C72DB41F-F86B-4E9A-BF68-F7E0640E3483}
"Olöavka";"Vodn˝ tok";"P-378/1975";1990;"19.11.1975";{0F9DF45B-34A9-4B76-8AEA-74C404996B38}
"Lehota";"BaÚa, öachta, ötÙlÚa";"GK-2505/1994";2013;"07.09.1994";{DD1B8DB9-6E8E-42D0-9FF0-FEC4B09DC6A6}
"Pri sl·deËkovskejj ceste";"Pole";"P-190/1988";2013;"01.07.1988";{022B4A08-F5B5-4A22-87C9-B24468029B6A}
"Za Nov˝m majerom";"Pole";"P-190/1988";2013;"01.07.1988";{E7FB14B6-8604-4E15-882C-2238FF75E735}
"SovÌ vrch";"Pole";"P-108/1978";1993;"30.03.1978";{6B97CAFB-066E-4D8F-B6C0-9A7477E0AE1F}
"StuchlÈ";"Pole";"P-801/1993";2017;"21.04.1993";{3ABD883B-B297-7121-E053-3DC4A8C062EE}
"Dudv·h";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{7259E2AA-6E51-42A0-AF68-F864B97B682E}
"Vojtek";"BaÚa, öachta, ötÙlÚa";"P-365/1990";2013;"28.08.1990";{74EA949A-5B31-4154-8540-FE1C0B930BB6}
"Zlat˝ stÙl";"BaÚa, öachta, ötÙlÚa";"P-244/1986";2013;"29.07.1986";{E8AC4CCC-5C25-4D44-9602-7C27A441F3A9}
"Dudv·h";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{62CADF76-7C19-43CC-A557-69BDE15FC485}
"KarloveskÈ rameno";"Rameno rieky";"GK-2073/1994";2003;"20.07.1994";{98201E92-A42D-4439-B947-CC2F493B0CAD}
"L˙Ëny potok";"Kan·l, n·hon";"P-378/1975";1990;"19.11.1975";{CF992E76-EEF4-4E14-AD08-C9A5238A6E34}
"Trnavka";"Vodn˝ tok";"P-378/1975";2005;"19.11.1975";{11FF0CE2-F485-44D4-B3DD-8ACBDCBA2617}
"Trnavka";"Vodn˝ tok";"P-378/1975";2005;"19.11.1975";{B27696EE-D621-4250-83EC-EF0253B7A8DA}
"Pod KÈtelom";"Pole";"P-108/1978";1993;"30.03.1978";{29DE6FEC-F321-4899-8B7D-804673B8FB97}
"Maglov";"Pole";"P-380/1991";2009;"26.07.1991";{A916993A-2468-478F-BD64-998CB70BDE78}
"Zadn· dolina";"Vodn˝ tok";"P-261/1984";2007;"28.09.1984";{4C39F7FB-7758-4561-AA18-86A8E7EA4368}
"Na horu";"Les";"P-378/1975";1992;"19.11.1975";{DDF21DCE-EC3F-4F32-8601-5201428998D7}
"Medzi drahami";"Pole";"GK-2406/1993";2007;"17.11.1993";{72C8CA18-B86E-421B-83F2-5E0A268430E3}
"Medzi drahami";"Pole";"GK-2406/1993";2007;"17.11.1993";{763A378C-9BBC-400D-B2E2-43FFBB400145}
"Hutsk˝ potok";"Vodn˝ tok";"P-378/1975";2007;"19.11.1975";{DE569092-BD94-4559-89B6-31330A753D79}
"MajöÌn";"Pole";"P-801/1993";2010;"21.04.1993";{1093E58C-E635-476C-8847-347D9FB59C7C}
"LepÚov laz";"Majer, osada, samota, miestna Ëasù";"P-221/1981";2007;"09.09.1981";{FD02E2D2-E500-47F4-8199-30AB588CA3AD}
"Rolkovo";"L˙ka, pasienok";"P-164/1976";1994;"23.06.1976";{D04E56C2-8773-4C3F-B0A8-DA8FC4D6A04B}
"Kruhovie";"L˙ka, pasienok";"P-170/1989";2007;"27.06.1989";{45F99D7E-D476-4258-AD71-5FBDB3EE767C}
"Do tehliöùa";"L˙ka, pasienok";"P-244/1986";2007;"29.07.1986";{2AFA1A4E-3221-43FE-8B22-8EB6FD47F233}
"Za Radovsk˝m potokom";"Pole";"P-196/1988";2007;"11.07.1988";{828BF260-95CF-4574-9F79-88979D185497}
"Star· Nitra";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{4EFFA03E-D9FA-410D-BCDB-ED2C837C86ED}
"Potock· dolina";"Dolina";"P-164/1976";1991;"23.06.1976";{93B75243-41C4-41C8-99DE-235DCE03F23E}
"KrÌûoviansky kan·l";"Kan·l, n·hon";"P-108/1978";2007;"30.03.1978";{86B5FECE-AE40-455E-9EB9-AFB07069268D}
"Nov˝ potok";"Kan·l, n·hon";"P-261/1984";2007;"28.09.1984";{1A99D762-2C0C-43A3-9A6D-181FDF5654B8}
"Veæk· sihoù";"Pole";"P-108/1978";1991;"30.03.1978";{2A9CF173-0427-4CE2-A8EC-850299596836}
"ämidovsk·";"Vrch";"P-164/1976";1994;"23.06.1976";{AA997BF4-716C-4444-B5CA-3A4C75A16BDD}
"Olöovsk˝ kruh";"Pole";"P-108/1978";1985;"30.03.1978";{F8357ABD-6AE9-4B95-A114-A3F6ADCEFC77}
"Hanisov";"Pole";"P-108/1978";1988;"30.03.1978";{149F6870-47B9-41EE-A33F-E2F5BE77899F}
"Diely nad l˙kami";"Pole";"P-108/1978";1985;"30.03.1978";{4C04E939-DDFA-4628-8705-BB593B252D14}
"ät·lov·";"Vrch";"P-164/1976";2010;"23.06.1976";{37578777-09E8-3F5F-E053-3DC4A8C097A5}
"Mat˙öov hon";"Pole";"P-801/1993";2017;"21.04.1993";{3DB506DB-D4E9-DBD3-E053-3DC4A8C06804}
"Za Mrchoviskom";"Pole";"P-108/1978";1991;"30.03.1978";{C8776E8C-C165-4DE5-8F96-73AFC8444842}
"Anton";"BaÚa, öachta, ötÙlÚa";"P-365/1990";2013;"28.08.1990";{167FEA54-2F52-4091-997A-3DC28C5AB115}
"»erhov";"Pole";"P-108/1978";1991;"30.03.1978";{49E4D9BA-C8D6-4E69-88B2-C44F6F47F8FF}
"StoliËn˝ potok";"Vodn˝ tok";"P-108/1978";2007;"30.03.1978";{1730279D-04FA-4675-BC09-E480762053FD}
"Blatina";"Vodn˝ tok";"P-108/1978";2009;"30.03.1978";{E5F04775-CE78-4A2F-BAEC-C5C181BE07AF}
"PoË˙valsk˝ potok";"Vodn˝ tok";"P-164/1976";1986;"23.06.1976";{CC8B9E1C-9059-417B-8BDD-B25E40A7D631}
"Poronda medzi V·hom";"Pole";"P-261/1984";2013;"28.09.1984";{15E76F09-B915-4689-8410-5E35DBD31FD6}
"éiarnovica";"Vodn˝ tok";"P-378/1975";1990;"19.11.1975";{DE6A1EA9-5F76-4AF4-8D28-BB5E0B3FE69C}
"Veæk· sihoù";"Pole";"P-108/1978";1991;"30.03.1978";{D6B605DC-2538-40F7-B282-CC999FE35466}
"Fortuna";"BaÚa, öachta, ötÙlÚa";"P-98/1990";2013;"08.02.1990";{E3B15026-B0D5-436F-90E1-0FEAF7A7F8D5}
"Ladislav";"BaÚa, öachta, ötÙlÚa";"P-365/1990";2013;"28.08.1990";{E3185A83-EB1F-4939-AF35-DFDBF71E2531}
"»alovo-Holiare";"Kan·l, n·hon";"P-108/1978";2005;"30.03.1978";{AF1779CB-81BA-4557-A8B4-A4024FC17B98}
"Od krökanskÈho chot·ra";"Pole";"P-190/1988";2007;"01.07.1988";{E874135D-B08B-43AD-ACD4-FBAD813ED95B}
"ViznÌk";"Les";"P-378/1975";1990;"19.11.1975";{17700721-833E-4EA2-A347-34D32BD655CC}
"V˝tok";"Vodn˝ tok";"P-108/1978";2005;"30.03.1978";{F1E56C57-0762-4421-8252-693B2D7EBDC3}
"StarÈ hony";"Pole";"P-4730/2009";2016;"24.07.2009";{38B0F8B9-F0FC-9BBE-E053-3DC4A8C0AB78}
"Mahulianka";"Pole";"P-108/1978";2009;"30.03.1978";{D5FD53A6-E04F-4623-B05E-904E602BC4B0}
"Borov˝ potok";"Vodn˝ tok";"P-378/1975";1990;"19.11.1975";{D85FE86B-E9DB-4576-920D-9498C124755D}
"Kruhovo";"L˙ka, pasienok";"P-170/1989";2007;"27.06.1989";{06A14D5F-906C-4E84-8094-EE0F59B64883}
"RapËuæa";"Les";"P-185/1987";2007;"03.06.1987";{452CA41F-E11C-1F1A-E053-3DC4A8C0C135}
"Siln·";"Vrch";"P-170/1989";2007;"27.06.1989";{3833C474-0203-4132-E053-3DC4A8C019D8}
"NovÈ hony";"Pole";"P-261/1984";2016;"28.09.1984";{38B0F8B9-F111-9BBE-E053-3DC4A8C0AB78}
"Nad str·Úou";"Pole";"P-190/1988";2013;"01.07.1988";{E32B5B06-4E56-4578-9027-C6A35AF0CCB1}
"Mech˙rovo";"Les";"P-244/1986";2007;"29.07.1986";{413AADF9-5B96-4B88-BAD0-B39FE397ACA9}
"Hamuöad";"Les";"P-108/1978";1991;"30.03.1978";{AA0F9487-D861-4684-A9AF-D72A77E9802B}
"Z·kliËno";"L˙ka, pasienok";"P-306/1992";2007;"11.08.1992";{A6A28962-3C28-4FCA-A797-4E3DDF863CC4}
"Hony";"Pole";"P-108/1978";1985;"30.03.1978";{8B896D3F-F1D8-4679-B887-852FC68DCC7E}
"Tehliarov·";"Pole";"P-108/1978";1989;"30.03.1978";{9EEF63E2-C887-497F-8B6E-FBE2BC381B21}
"Nitra";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{AB1A12B0-7151-4D6B-AEF6-53DE7404D052}
"Pri ötachete";"Les";"P-108/1978";1989;"30.03.1978";{A364A4A9-42FC-4D0E-8222-5312B917B64D}
"Mohelnica";"L˙ka, pasienok";"GK-2073/1994";2006;"07.09.1994";{56E66585-6FC2-4A68-A0CF-DA1F3422B158}
"Blava";"Vodn˝ tok";"P-108/1978";2005;"30.03.1978";{6D2EAC52-A9E6-44C8-9344-B0EC683812A5}
"Tom·öov vrch";"Vrch";"P-378/1975";2007;"19.11.1975";{1E0C50F9-D58D-44F7-9F26-F676E3ED0EC8}
"Kom·rÚansk· paûiù";"Pole";"P-108/1978";1991;"30.03.1978";{F532019D-E5FE-4EC1-A2E0-36CEC65A6AE7}
"StrednÈ ort·öe";"Pole";"P-212/1982";1999;"21.10.1982";{AFD86C61-F2CB-4F15-93A5-87D27C1B9964}
"Pri zabitom";"Les";"P-212/1982";2007;"21.10.1982";{3D42024E-D634-413C-A613-BEF12C9013F9}
"éitava";"Vodn˝ tok";"P-108/1978";1993;"30.03.1978";{657B9832-7D4A-44B9-8B71-523528C3CBD8}
"KonopnÈ";"Pole";"P-801/1993";2017;"21.04.1993";{3D27F30E-5A0D-C836-E053-3DC4A8C08A49}
"Tretie siatie";"Pole";"P-190/1988";2017;"01.07.1988";{3E9240F3-0394-82CA-E053-3DC4A8C0EB54}
"Nov˝ Goly·ö";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1992;"09.09.1981";{4FB0A8C8-E2A5-43CB-91C6-92CBA0EC0CAE}
"KarloveskÈ rameno";"Rameno rieky";"GK-2073/1994";2003;"20.07.1994";{F3902C61-87DF-45DE-BBE6-8601F04D2BE1}
"Garazdsk·";"Pole";"P-190/1988";2010;"01.07.1988";{3D64A673-C1CF-25E4-E053-3DC4A8C06512}
"KrË";"Vrch";"P-170/1989";2008;"27.06.1989";{DC1D3F9E-BC83-4C91-8AFC-50CE41577ED7}
"»ipkovÈ";"Sad, z·hrada";"P-801/1993";2010;"16.11.2010";{EE57A220-D5E0-490C-921A-68EC8EBC8333}
"Tisanovka";"Vodn˝ tok";"P-164/1976";1994;"23.06.1976";{458448CB-22C6-4A93-8A0F-397D8D9ACAAF}
"Veæk˝ jarok";"Pole";"P-108/1978";1993;"30.03.1978";{3B131296-ADF5-4A80-8239-6EF916304C34}
"LandrÌky";"Vrch";"P-108/1978";1987;"30.03.1978";{9F9E8DB5-A4F7-4535-8E68-227268DF81D5}
"Konopnisko";"Pole";"P-108/1978";1992;"30.03.1978";{2D3CC097-64BC-4B49-BCD1-826D33A26188}
"Jalovianka";"Pole";"P-108/1978";1993;"30.03.1978";{DA37D3C9-7334-4392-BB4D-6100B2646B74}
"Mal· MuÚota";"Pole";"P-108/1978";1992;"30.03.1978";{E7E57AD8-1EF1-47EC-99D7-EDEC3C8AD6DE}
"StrednÈ hony";"Pole";"P-108/1978";1983;"30.03.1978";{3D9C406B-CA3B-4419-A580-00D9FDD77675}
"HraniËn˝ potok";"Vodn˝ tok";"GK-1832/1994";2007;"23.06.1994";{1E1B3008-28BB-4256-AB7C-FBBFF9615F6F}
"ötÙlÚa Anna";"BaÚa, öachta, ötÙlÚa";"P-244/1986";2010;"29.07.1986";{3655ADFC-4BD0-F311-E053-3DC4A8C0C169}
"Zadn· dolina";"Vodn˝ tok";"P-212/1982";2007;"21.10.1982";{68179158-2594-4CED-A412-1A57B5739FC8}
"Mutnianska r·ztoka";"Vodn˝ tok";"P-164/1976";1994;"23.06.1976";{FECA0F32-1559-4E2E-AA09-CCA1FC9BC5B4}
"Pole na l˙kach";"Pole";"P-108/1978";1993;"30.03.1978";{ED1482DC-266A-4769-823D-A9D715075386}
"Leötinky";"L˙ka, pasienok";"P-244/1986";2007;"29.07.1986";{4278CA1E-A5A6-4DE3-95A7-2A5799B16827}
"Melicher";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1994;"09.09.1981";{373ADCEC-DE6E-417D-928C-E395BA9FA1F1}
"ZajarËie";"Kan·l, n·hon";"P-108/1978";1988;"30.03.1978";{0F6A8FD9-08AF-4777-9F49-25933DC115B8}
"UholnÈ";"Vrch";"P-164/1976";1994;"23.06.1976";{38387AB4-A352-0DAA-E053-3DC4A8C09D83}
"Veæk· sihoù";"Pole";"P-108/1978";1992;"30.03.1978";{B7D2BC36-86E9-4567-831C-41755FFCCBA0}
"Na Poddomky";"Les";"P-259/1992";2007;"16.06.1992";{43321AAF-CEE5-4A1C-A856-4AD13D6ED472}
"BuËina";"Vrch";"P-164/1976";1994;"23.06.1976";{37061338-A192-7CB7-E053-3DC4A8C05F8C}
"ötÙlÚa Ferdinand";"BaÚa, öachta, ötÙlÚa";"P-244/1986";2013;"29.07.1986";{718665AA-3620-493B-9F2C-1CCB45DBAB60}
"»ierny jarok";"Pole";"P-801/1993";2017;"21.04.1993";{3DB506DB-D542-DBD3-E053-3DC4A8C06804}
"Trnovsk˝ k˙t";"Pole";"P-801/1993";2017;"21.04.1993";{3E42942B-9BAE-21C2-E053-3DC4A8C02840}
"Z·kliËno";"L˙ka, pasienok";"P-306/1992";2007;"11.08.1992";{E59C6635-CBEA-4E89-A19E-BA9F8A8AB4D8}
"Emil";"BaÚa, öachta, ötÙlÚa";"P-387/1992";2013;"23.09.1992";{E3AA998D-B74B-48AE-B888-6385242286A5}
"BoûÌ dar";"BaÚa, öachta, ötÙlÚa";"P-387/1992";2013;"23.09.1992";{BF60A318-A832-4043-B768-7EA1705DD395}
"Trinkel";"BaÚa, öachta, ötÙlÚa";"P-387/1992";2013;"23.09.1992";{A22F0DAD-A111-421D-AFA0-AF4BC3A6EC07}
"TerÈzia";"BaÚa, öachta, ötÙlÚa";"P-185/1987";2013;"03.06.1987";{A4BE4446-B2BD-4F09-A4C7-B7CB5631CE23}
"öachta éigmund";"BaÚa, öachta, ötÙlÚa";"P-244/1986";2010;"29.07.1986";{368E5798-A86A-F034-E053-3DC4A8C035BC}
"Vrch Hybice";"L˙ka, pasienok";"P-170/1989";1990;"27.06.1989";{D3E804CE-5D06-402B-9C21-68F6B3B15602}
"KrepËiacka hora";"Svah";"P-164/1976";1994;"23.06.1976";{F1361606-B4A4-4CC3-A92A-F68669B56C13}
"UnÌn";"Vodn· n·drû";"P-108/1978";2007;"30.03.1978";{09474F8F-8137-4ADA-8F10-A4034AFF581F}
"Sapsk˝ kan·l";"Kan·l, n·hon";"P-386/1992";2007;"23.09.1992";{B3665054-D68A-472A-8F36-70F91B02D50E}
"Sapsk˝ kan·l";"Kan·l, n·hon";"P-386/1992";2007;"23.09.1992";{54368402-1CC0-493B-8C5E-EBBC7C786B89}
"Sapsk˝ kan·l";"Kan·l, n·hon";"P-386/1992";2007;"23.09.1992";{DD22E6C3-3E58-43D8-8A87-34A1DE56697E}
"PÙjda";"Les";"P-378/1975";1989;"19.11.1975";{E2514C2D-77EC-4E13-BFF2-E7626E1C009D}
"Topoæovec-Vrbina";"Kan·l, n·hon";"P-108/1978";1992;"30.03.1978";{B6DBAF78-AB60-43A0-8C69-8FC1ECD9C520}
"Topoæovec-Vrbina";"Kan·l, n·hon";"P-108/1978";1992;"30.03.1978";{77ABC22C-8022-406A-BECB-0C1A1663F17F}
"älahorov·";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1989;"09.09.1981";{46D052AB-1833-41D6-8507-3A93BBCA22EA}
"Star˝ potok";"Kan·l, n·hon";"P-108/1978";2007;"30.03.1978";{EECD28F9-BAFE-4E49-9E6C-CAAE4FB4488C}
"Uhorötiansky potok";"Vodn˝ tok";"P-164/1976";2007;"23.06.1976";{727D4150-E82D-46B9-B625-733FFF844456}
"öachta Frantiöek";"BaÚa, öachta, ötÙlÚa";"P-244/1986";2010;"29.07.1986";{368E5798-A874-F034-E053-3DC4A8C035BC}
"öachta Max";"BaÚa, öachta, ötÙlÚa";"P-244/1986";2016;"29.07.1986";{368E5798-A862-F034-E053-3DC4A8C035BC}
"öachta M·ria";"BaÚa, öachta, ötÙlÚa";"P-244/1986";2010;"29.07.1986";{368E5798-A852-F034-E053-3DC4A8C035BC}
"öachta Michal";"BaÚa, öachta, ötÙlÚa";"P-244/1986";2010;"29.07.1986";{A8B0BF3E-9281-4C2D-BCAB-57011946E979}
"Terezka";"BaÚa, öachta, ötÙlÚa";"P-387/1992";2013;"23.09.1992";{7463996D-09DD-431B-B591-C432EF62CFDE}
"KrÌûov·";"BaÚa, öachta, ötÙlÚa";"P-387/1992";2013;"23.09.1992";{011B8B28-3284-43E5-8582-14736D0A77DE}
"Leopold";"BaÚa, öachta, ötÙlÚa";"P-1913/2007";2013;"21.03.2007";{9F53EF12-08D6-4913-8953-2FB84EF7DE5A}
"Dobrohoöù-KraËany";"Kan·l, n·hon";"P-108/1978";1992;"30.03.1978";{27C97FF0-0E72-45D2-AD8B-77FDC3BF7294}
"Osl·ö";"Les";"P-378/1975";1990;"19.11.1975";{358C7973-C80F-47F3-B402-D03F248B6322}
"SlimaËÌ diel";"Pole";"P-108/1978";1991;"30.03.1978";{35DAB631-159A-4B94-8959-9B18CA48C8C5}
"Kriûovianka";"Vodn˝ tok";"P-378/1975";1992;"19.11.1975";{84E9C439-EB87-4FA8-BE23-DACEACB74400}
"R·kytie";"Majer, osada, samota, miestna Ëasù";"P-221/1981";1993;"09.09.1981";{59C72CDF-ABD8-4F03-920F-C1B86DB29D07}
"Manov·";"Les";"GK-1832/1994";2007;"23.06.1994";{CC8ACDE6-B23B-4ED6-87F7-8FE0F4C5119B}
"Diely pod h·jom";"Pole";"P-190/1988";2007;"01.07.1988";{ACECD206-0F9E-4A23-A4C5-51314ADB8DCD}
"Hamplov·";"Vrch";"P-378/1975";1992;"19.11.1975";{37061338-A4EB-7CB7-E053-3DC4A8C05F8C}
"Pri mlyne";"Vodn· n·drû";"GK-2327/1993";2009;"09.11.1993";{5A72AA5A-F7E6-40C5-B0AA-76A1A7BB5432}
