"IDN5";"NM5";"IDN4";"NM4";"IDN3";"NM3";"IDN2";"NM2";"POINT_X";"POINT_Y"
861359;"Štós";522074;"Štós";806;"Košice - okolie";8;"Košickı";-297199.91;-1239100.4
861375;"Štrba";523933;"Štrba";706;"Poprad";7;"Prešovskı";-348610.95;-1194670.28
861405;"Štrbské Pleso";560103;"Vysoké Tatry";706;"Poprad";7;"Prešovskı";-346752.0;-1187375.59
861421;"Štrkovec";515655;"Štrkovec";609;"Rimavská Sobota";6;"Banskobystrickı";-333018.17;-1276082.04
861545;"Nána";556092;"Nána";404;"Nové Zámky";4;"Nitriansky";-460118.44;-1327380.2
856053;"Slatina";502740;"Slatina";402;"Levice";4;"Nitriansky";-440390.65;-1292340.37
856070;"Slatina nad Bebravou";505471;"Slatina nad Bebravou";301;"Bánovce nad Bebravou";3;"Trenèiansky";-480904.79;-1212122.06
856088;"Slatinka";518972;"Zvolenská Slatina";611;"Zvolen";6;"Banskobystrickı";-413216.58;-1252425.21
856096;"Slatinka nad Bebravou";505480;"Slatinka nad Bebravou";301;"Bánovce nad Bebravou";3;"Trenèiansky";-481582.79;-1209024.55
856142;"Slatinské Lazy";518794;"Slatinské Lazy";604;"Detva";6;"Banskobystrickı";-408046.54;-1255231.31
856169;"Slatvina";543527;"Slatvina";810;"Spišská Nová Ves";8;"Košickı";-291841.49;-1211255.08
856177;"Slavec";526266;"Slavec";808;"Roòava";8;"Košickı";-321163.18;-1251944.95
856185;"Vidová";526266;"Slavec";808;"Roòava";8;"Košickı";-323462.89;-1253749.62
856193;"Slavkovce";523062;"Slavkovce";807;"Michalovce";8;"Košickı";-215170.41;-1254233.39
856215;"Slavnica";557421;"Slavnica";302;"Ilava";3;"Trenèiansky";-488639.64;-1189911.26
856231;"Slavoška";526274;"Slavoška";808;"Roòava";8;"Košickı";-330299.21;-1234288.94
856258;"Slavošovce";526282;"Slavošovce";808;"Roòava";8;"Košickı";-336508.04;-1237333.65
856266;"Dolné S¾aany";500747;"S¾aany";407;"Zlaté Moravce";4;"Nitriansky";-481302.46;-1263428.35
856274;"Horné S¾aany";500747;"S¾aany";407;"Zlaté Moravce";4;"Nitriansky";-480865.78;-1261020.45
856282;"Slepèany";500755;"Slepèany";407;"Zlaté Moravce";4;"Nitriansky";-481425.16;-1271193.47
856291;"Hájniky";518808;"Sliaè";611;"Zvolen";6;"Banskobystrickı";-425154.32;-1238846.36
856304;"Rybáre";518808;"Sliaè";611;"Zvolen";6;"Banskobystrickı";-417918.73;-1242414.47
856410;"Liptovské Sliaèe";511005;"Liptovské Sliaèe";508;"Ruomberok";5;"ilinskı";-397308.81;-1194682.59
856444;"Sliepkovce";523071;"Sliepkovce";807;"Michalovce";8;"Košickı";-212811.0;-1248751.52
856452;"Slivník";543748;"Slivník";811;"Trebišov";8;"Košickı";-241490.58;-1254029.88
856461;"Slizké";515531;"Slizké";609;"Rimavská Sobota";6;"Banskobystrickı";-350619.49;-1257346.13
856479;"Slopná";557480;"Slopná";306;"Povaská Bystrica";3;"Trenèiansky";-469295.87;-1190223.33
856487;"Slovany";512613;"Slovany";506;"Martin";5;"ilinskı";-442785.97;-1196238.41
856495;"Slovenská Kajòa";529168;"Slovenská Kajòa";713;"Vranov nad Top¾ou";7;"Prešovskı";-229807.59;-1213380.66
856525;"Slovenská ¼upèa";509001;"Slovenská ¼upèa";601;"Banská Bystrica";6;"Banskobystrickı";-407819.06;-1226343.7
856541;"Slovenská Nová Ves";556564;"Slovenská Nová Ves";207;"Trnava";2;"Trnavskı";-540738.11;-1267744.84
856550;"Slovenská Ves";523810;"Slovenská Ves";703;"Kemarok";7;"Prešovskı";-320560.03;-1179541.81
856568;"Gruzovce";559644;"Gruzovce";702;"Humenné";7;"Prešovskı";-216942.79;-1213116.18
856576;"Slovenská Volová";520772;"Slovenská Volová";702;"Humenné";7;"Prešovskı";-218305.64;-1212611.21
856592;"Slovenské Ïarmoty";516384;"Slovenské Ïarmoty";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-412900.92;-1300640.75
856606;"Slovenské K¾aèany";516392;"Slovenské K¾aèany";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-400614.6;-1282277.13
856614;"Slovenské Krivé";520781;"Slovenské Krivé";702;"Humenné";7;"Prešovskı";-205547.15;-1202755.76
856631;"Slovenské Nové Mesto";543756;"Slovenské Nové Mesto";811;"Trebišov";8;"Košickı";-233218.59;-1274222.52
856649;"Slovenské Pravno";512621;"Slovenské Pravno";509;"Turèianske Teplice";5;"ilinskı";-444111.13;-1206801.17
856657;"Slovenskı Grob";508225;"Slovenskı Grob";107;"Pezinok";1;"Bratislavskı";-558990.96;-1270620.12
856665;"Niné Slovinky";543535;"Slovinky";810;"Spišská Nová Ves";8;"Košickı";-293744.26;-1219943.42
856681;"Vyšné Slovinky";543535;"Slovinky";810;"Spišská Nová Ves";8;"Košickı";-296180.25;-1222770.26
856703;"Smilno";519782;"Smilno";701;"Bardejov";7;"Prešovskı";-252540.02;-1166498.0
856754;"Smiany";560154;"Smiany";810;"Spišská Nová Ves";8;"Košickı";-319428.36;-1213941.15
856771;"Smolenice";507555;"Smolenice";207;"Trnava";2;"Trnavskı";-546939.8;-1242029.99
856789;"Smolenická Nová Ves";507555;"Smolenice";207;"Trnava";2;"Trnavskı";-547325.35;-1244204.21
856801;"Smolinské";504823;"Smolinské";205;"Senica";2;"Trnavskı";-566964.4;-1221301.81
856819;"Smolnícka Huta";543551;"Smolnícka Huta";801;"Gelnica";8;"Košickı";-296432.52;-1233332.36
856835;"Smolník nad Cirochou";520829;"Stakèín";709;"Snina";7;"Prešovskı";-186028.41;-1198769.54
856851;"Smolník";543560;"Smolník";801;"Gelnica";8;"Košickı";-303088.51;-1236754.61
856878;"Smrdáky";504831;"Smrdáky";205;"Senica";2;"Trnavskı";-552714.9;-1218170.56
856886;"Smreèany";511013;"Smreèany";505;"Liptovskı Mikuláš";5;"ilinskı";-378224.05;-1189061.68
856894;"Snakov";519791;"Snakov";701;"Bardejov";7;"Prešovskı";-275214.02;-1170105.3
856908;"Snenica";509469;"Snenica";504;"Kysucké Nové Mesto";5;"ilinskı";-438954.91;-1168037.78
856941;"Snina";520802;"Snina";709;"Snina";7;"Prešovskı";-195525.91;-1212247.79
857106;"Soblahov";506508;"Soblahov";309;"Trenèín";3;"Trenèiansky";-493694.32;-1208486.22
857114;"Soboš";527807;"Soboš";712;"Svidník";7;"Prešovskı";-238330.04;-1193317.7
857165;"Sobotište";504840;"Sobotište";205;"Senica";2;"Trnavskı";-545524.19;-1216933.17
857190;"Sobrance";523089;"Sobrance";809;"Sobrance";8;"Košickı";-194862.06;-1239318.95
857203;"Socovce";512630;"Socovce";506;"Martin";5;"ilinskı";-436001.0;-1203624.87
857220;"Soko¾";522031;"Soko¾";806;"Košice - okolie";8;"Košickı";-266798.04;-1228749.52
857238;"Sokolce-Turi";501344;"Sokolce";401;"Komárno";4;"Nitriansky";-521702.92;-1316649.0
857246;"Sokolce-Lak";501344;"Sokolce";401;"Komárno";4;"Nitriansky";-521115.2;-1317578.73
857254;"Sokolèe";511153;"Vlachy";505;"Liptovskı Mikuláš";5;"ilinskı";-389187.93;-1191363.36
857262;"Sokolovce";507563;"Sokolovce";204;"Piešany";2;"Trnavskı";-515452.86;-1243053.73
857271;"So¾";529176;"So¾";713;"Vranov nad Top¾ou";7;"Prešovskı";-236780.75;-1218502.05
857289;"Solèany";505498;"Solèany";406;"Topo¾èany";4;"Nitriansky";-487305.63;-1246918.52
857297;"Solèianky";556327;"Solèianky";406;"Topo¾èany";4;"Nitriansky";-488534.18;-1235392.25
857301;"Solivar";524140;"Prešov";707;"Prešov";7;"Prešovskı";-259883.23;-1211693.7
857319;"So¾nièka";543764;"So¾nièka";811;"Trebišov";8;"Košickı";-212050.56;-1268041.75
857327;"So¾ník";527815;"So¾ník";711;"Stropkov";7;"Prešovskı";-224503.51;-1185875.45
857335;"Sološnica";504858;"Sološnica";106;"Malacky";1;"Bratislavskı";-560679.95;-1246661.49
857343;"Nová Vieska pri Bodrogu";543772;"Somotor";811;"Trebišov";8;"Košickı";-222400.05;-1274561.43
857351;"Somotor";543772;"Somotor";811;"Trebišov";8;"Košickı";-222474.09;-1277211.71
857360;"Véè";543772;"Somotor";811;"Trebišov";8;"Košickı";-222313.74;-1275774.76
857378;"Spišská Belá";523828;"Spišská Belá";703;"Kemarok";7;"Prešovskı";-320687.21;-1183157.06
857386;"Spišská Nová Ves";526355;"Spišská Nová Ves";810;"Spišská Nová Ves";8;"Košickı";-316296.85;-1217251.84
857581;"Spišská Stará Ves";523836;"Spišská Stará Ves";703;"Kemarok";7;"Prešovskı";-324758.99;-1162813.52
857599;"Spišská Teplica";523844;"Spišská Teplica";706;"Poprad";7;"Prešovskı";-337325.94;-1200521.18
857611;"Spišské Bystré";523852;"Spišské Bystré";706;"Poprad";7;"Prešovskı";-336265.08;-1207091.95
857629;"Spišské Hanušovce";523861;"Spišské Hanušovce";703;"Kemarok";7;"Prešovskı";-325852.41;-1169466.87
857645;"Spišské Podhradie";543578;"Spišské Podhradie";704;"Levoèa";7;"Prešovskı";-299051.91;-1206973.3
857670;"Spišské Tomášovce";543586;"Spišské Tomášovce";810;"Spišská Nová Ves";8;"Košickı";-318895.26;-1210190.51
857696;"Spišské Vlachy";543594;"Spišské Vlachy";810;"Spišská Nová Ves";8;"Košickı";-295190.24;-1214621.64
857726;"Spišskı Hrhov";543608;"Spišskı Hrhov";704;"Levoèa";7;"Prešovskı";-306610.17;-1206434.49
857734;"Spišskı Hrušov";543616;"Spišskı Hrušov";810;"Spišská Nová Ves";8;"Košickı";-302463.51;-1211849.74
857751;"Spišskı Štiavnik";523879;"Spišskı Štiavnik";706;"Poprad";7;"Prešovskı";-327638.25;-1205932.08
857777;"Spišskı Štvrtok";543624;"Spišskı Štvrtok";704;"Levoèa";7;"Prešovskı";-318963.58;-1205016.22
857785;"Sròacie";509540;"Dolnı Kubín";503;"Dolnı Kubín";5;"ilinskı";-397916.86;-1178304.11
857793;"Stakèínska Roztoka";520811;"Stakèínska Roztoka";709;"Snina";7;"Prešovskı";-185585.62;-1210278.44
857807;"Stakèín";520829;"Stakèín";709;"Snina";7;"Prešovskı";-189851.05;-1210866.73
857823;"Stankovany";511030;"Stankovany";508;"Ruomberok";5;"ilinskı";-412794.77;-1183077.29
857840;"Stankovce";543781;"Stankovce";811;"Trebišov";8;"Košickı";-232780.39;-1235790.39
857858;"Stará Bašta";515540;"Stará Bašta";609;"Rimavská Sobota";6;"Banskobystrickı";-363731.88;-1293171.76
857921;"Stará Bystrica";509477;"Stará Bystrica";502;"Èadca";5;"ilinskı";-427391.04;-1158576.88
857939;"Stará Haliè";511846;"Stará Haliè";606;"Luèenec";6;"Banskobystrickı";-391108.06;-1269340.74
857971;"Stará Huta";518816;"Stará Huta";604;"Detva";6;"Banskobystrickı";-403660.44;-1258966.3
858048;"Stará Kremnièka";517267;"Stará Kremnièka";613;"iar nad Hronom";6;"Banskobystrickı";-437328.15;-1240131.19
858064;"Stará Lehota";506516;"Stará Lehota";304;"Nové Mesto nad Váhom";3;"Trenèiansky";-505820.99;-1231717.23
858081;"Stará Lesná";523887;"Stará Lesná";703;"Kemarok";7;"Prešovskı";-330117.42;-1189767.08
858099;"Stará ¼ubovòa";526665;"Stará ¼ubovòa";710;"Stará ¼ubovòa";7;"Prešovskı";-300658.37;-1171398.71
858196;"Stará Myjava";504866;"Stará Myjava";303;"Myjava";3;"Trenèiansky";-530551.05;-1210850.31
858251;"Stará Turá";506524;"Stará Turá";304;"Nové Mesto nad Váhom";3;"Trenèiansky";-525916.22;-1211990.66
858366;"Stará Voda";543632;"Stará Voda";801;"Gelnica";8;"Košickı";-305048.39;-1228091.62
858374;"Staré";523097;"Staré";807;"Michalovce";8;"Košickı";-216633.49;-1226319.82
858447;"Staré Hory";509019;"Staré Hory";601;"Banská Bystrica";6;"Banskobystrickı";-418565.4;-1216350.65
858455;"Turecká";557269;"Turecká";601;"Banská Bystrica";6;"Banskobystrickı";-421635.1;-1214529.93
858471;"Starina nad Cirochou";520829;"Stakèín";709;"Snina";7;"Prešovskı";-188335.43;-1204676.06
858480;"Starina";527009;"Starina";710;"Stará ¼ubovòa";7;"Prešovskı";-290685.73;-1171483.26
858498;"Staròa";515612;"Torna¾a";608;"Revúca";6;"Banskobystrickı";-331383.9;-1267181.02
858501;"Starı Hrádok";502758;"Starı Hrádok";402;"Levice";4;"Nitriansky";-460367.6;-1290180.34
858544;"Starı Smokovec";560103;"Vysoké Tatry";706;"Poprad";7;"Prešovskı";-338921.02;-1189379.45
858579;"Starı Tekov";502766;"Starı Tekov";402;"Levice";4;"Nitriansky";-465907.38;-1279567.71
858633;"Staškov";509485;"Staškov";502;"Èadca";5;"ilinskı";-445491.44;-1147324.3
858676;"Staškovce";527823;"Staškovce";711;"Stropkov";7;"Prešovskı";-223744.07;-1179069.89
858684;"Stebnícka Huta";519804;"Stebnícka Huta";701;"Bardejov";7;"Prešovskı";-260003.58;-1162524.66
858692;"Stebník";519812;"Stebník";701;"Bardejov";7;"Prešovskı";-260250.01;-1167001.69
858757;"Stook";518824;"Stook";604;"Detva";6;"Banskobystrickı";-403541.73;-1253217.02
858765;"Stráòany";527017;"Stráòany";710;"Stará ¼ubovòa";7;"Prešovskı";-311584.5;-1165958.71
858781;"Stráòavy";517950;"Stráòavy";511;"ilina";5;"ilinskı";-437074.77;-1179758.23
858803;"Stráne pod Tatrami";523909;"Stráne pod Tatrami";703;"Kemarok";7;"Prešovskı";-325186.86;-1187144.52
858811;"Stránska";515566;"Stránska";609;"Rimavská Sobota";6;"Banskobystrickı";-337488.38;-1271965.66
858838;"Stránske";517968;"Stránske";511;"ilina";5;"ilinskı";-443243.95;-1185761.0
858854;"Stratená";526291;"Stratená";808;"Roòava";8;"Košickı";-328568.57;-1217211.31
858862;"Stráa";517976;"Stráa";511;"ilina";5;"ilinskı";-430841.17;-1172619.15
858871;"Stráky";523828;"Spišská Belá";703;"Kemarok";7;"Prešovskı";-320353.84;-1186052.28
858889;"Stráne";543799;"Stráne";811;"Trebišov";8;"Košickı";-220459.77;-1279485.79
858897;"Stráov";517402;"ilina";511;"ilina";5;"ilinskı";-446137.04;-1170383.31
858935;"Stráske";523101;"Stráske";807;"Michalovce";8;"Košickı";-220421.55;-1224042.71
858943;"Streèno";517984;"Streèno";511;"ilina";5;"ilinskı";-434502.37;-1179881.01
858960;"Klin nad Bodrogom";513831;"Klin nad Bodrogom";811;"Trebišov";8;"Košickı";-230260.88;-1279780.59
858978;"Streda nad Bodrogom";543802;"Streda nad Bodrogom";811;"Trebišov";8;"Košickı";-227518.07;-1280113.32
859001;"Stredné Plachtince";516406;"Stredné Plachtince";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-410647.08;-1285302.28
859028;"Strekov";503550;"Strekov";404;"Nové Zámky";4;"Nitriansky";-479967.34;-1317895.53
859044;"Strelnice";515574;"Leváre";608;"Revúca";6;"Banskobystrickı";-337392.87;-1258993.97
861553;"Štúrovo";503584;"Štúrovo";404;"Nové Zámky";4;"Nitriansky";-458389.11;-1330118.13
861782;"Štvrtok";506541;"Štvrtok";309;"Trenèín";3;"Trenèiansky";-509613.04;-1211790.36
861791;"Štvrtok na Ostrove";501913;"Štvrtok na Ostrove";201;"Dunajská Streda";2;"Trnavskı";-558011.1;-1286841.02
861804;"Šuja";581712;"Šuja";511;"ilina";5;"ilinskı";-452537.69;-1188910.09
861812;"Šu¾a";516449;"Šu¾a";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-401447.7;-1271726.6
861847;"Šulekovo";507032;"Hlohovec";203;"Hlohovec";2;"Trnavskı";-523402.88;-1255948.87
861871;"Šumiac";509043;"Šumiac";603;"Brezno";6;"Banskobystrickı";-346156.78;-1221953.14
861898;"Šurany";503592;"Šurany";404;"Nové Zámky";4;"Nitriansky";-496606.81;-1294756.41
862231;"Šurianky";500780;"Šurianky";403;"Nitra";4;"Nitriansky";-502914.99;-1257532.86
862258;"Šurice";511897;"Šurice";606;"Luèenec";6;"Banskobystrickı";-365100.05;-1289190.26
862266;"Valtov Šúr";507636;"Šúrovce";207;"Trnava";2;"Trnavskı";-526628.98;-1265356.95
862274;"Ve¾ké Šúrovce I";507636;"Šúrovce";207;"Trnava";2;"Trnavskı";-526697.33;-1263415.09
862282;"Zemianske Šúrovce";507636;"Šúrovce";207;"Trnava";2;"Trnavskı";-527575.04;-1263929.73
862291;"Ve¾ké Šúrovce II";507636;"Šúrovce";207;"Trnava";2;"Trnavskı";-528795.73;-1264618.4
862304;"Horné Šútovce";514390;"Šútovce";307;"Prievidza";3;"Trenèiansky";-461695.92;-1218208.88
862312;"Dolné Šútovce";514390;"Šútovce";307;"Prievidza";3;"Trenèiansky";-462852.46;-1218590.64
862347;"Šútovo";512656;"Šútovo";506;"Martin";5;"ilinskı";-419785.21;-1179410.7
862371;"Švábovce";523950;"Švábovce";706;"Poprad";7;"Prešovskı";-326678.89;-1201840.02
862401;"Švedlár";543659;"Švedlár";801;"Gelnica";8;"Košickı";-301724.22;-1227570.71
862436;"Telgárt";509051;"Telgárt";603;"Brezno";6;"Banskobystrickı";-339859.16;-1220408.44
862444;"Švošov";511064;"Švošov";508;"Ruomberok";5;"ilinskı";-410438.98;-1185252.73
862452;"Tachty";515663;"Tachty";609;"Rimavská Sobota";6;"Banskobystrickı";-364592.31;-1298277.02
862461;"Tajná";500798;"Tajná";403;"Nitra";4;"Nitriansky";-479281.14;-1276470.74
862487;"Tajov";509060;"Tajov";601;"Banská Bystrica";6;"Banskobystrickı";-426802.88;-1226269.01
862509;"apešovo";510092;"apešovo";507;"Námestovo";5;"ilinskı";-390162.06;-1159818.04
862517;"Tarnov";519871;"Tarnov";701;"Bardejov";7;"Prešovskı";-266463.52;-1172714.25
862525;"Tašu¾a";523160;"Tašu¾a";809;"Sobrance";8;"Košickı";-196833.74;-1248458.31
862568;"Tatranská Lomnica";560103;"Vysoké Tatry";706;"Poprad";7;"Prešovskı";-332137.08;-1182095.25
862584;"Tehla";502812;"Tehla";402;"Levice";4;"Nitriansky";-478819.5;-1283858.25
862592;"Tekolïany";556611;"Tekolïany";203;"Hlohovec";2;"Trnavskı";-510697.97;-1248282.93
862606;"Tekovská Breznica";517291;"Tekovská Breznica";612;"arnovica";6;"Banskobystrickı";-458745.56;-1266191.47
862614;"Hulvinky";502821;"Tekovské Luany";402;"Levice";4;"Nitriansky";-470591.56;-1294167.46
862622;"Tekovské Luany";502821;"Tekovské Luany";402;"Levice";4;"Nitriansky";-466046.88;-1296443.94
862631;"Tekovské Luianky";502821;"Tekovské Luany";402;"Levice";4;"Nitriansky";-470092.06;-1295463.65
862665;"Tekovské Nemce";517305;"Tekovské Nemce";407;"Zlaté Moravce";4;"Nitriansky";-465254.71;-1264664.24
862673;"Hontianske Trsany";545350;"Hontianske Trsany";402;"Levice";4;"Nitriansky";-447722.18;-1283981.9
862681;"Dolnı Tekovskı Hrádok";502847;"Tekovskı Hrádok";402;"Levice";4;"Nitriansky";-466560.55;-1288683.03
862690;"Hornı Tekovskı Hrádok";502847;"Tekovskı Hrádok";402;"Levice";4;"Nitriansky";-467523.1;-1287711.85
862703;"Telince";555967;"Telince";403;"Nitra";4;"Nitriansky";-479432.12;-1279659.34
862711;"Temeš";514403;"Temeš";307;"Prievidza";3;"Trenèiansky";-465986.59;-1210011.3
862720;"Teplièka";543667;"Teplièka";810;"Spišská Nová Ves";8;"Košickı";-311089.3;-1216574.84
862738;"Šafárka";543667;"Teplièka";810;"Spišská Nová Ves";8;"Košickı";-312568.78;-1219292.3
862754;"Teplièka nad Váhom";518034;"Teplièka nad Váhom";511;"ilina";5;"ilinskı";-438950.07;-1172286.1
862762;"Teplièky";556645;"Teplièky";203;"Hlohovec";2;"Trnavskı";-515245.23;-1250282.44
862771;"Teplı Vrch";515671;"Teplı Vrch";609;"Rimavská Sobota";6;"Banskobystrickı";-349441.52;-1262772.76
862789;"Dolné Terany";518867;"Terany";605;"Krupina";6;"Banskobystrickı";-441852.71;-1288524.81
862797;"Horné Terany";518867;"Terany";605;"Krupina";6;"Banskobystrickı";-440439.18;-1287892.16
863041;"Terchová";518042;"Terchová";511;"ilina";5;"ilinskı";-419870.43;-1171406.44
863084;"Teriakovce";525286;"Teriakovce";707;"Prešov";7;"Prešovskı";-257144.11;-1209674.42
863092;"Teròa";525294;"Teròa";707;"Prešov";7;"Prešovskı";-262308.92;-1197545.93
863114;"Tesáre";505561;"Tesáre";406;"Topo¾èany";4;"Nitriansky";-497721.69;-1236096.67
863122;"Mlyòany";500810;"Tesárske Mlyòany";407;"Zlaté Moravce";4;"Nitriansky";-479699.85;-1268603.78
863149;"Tesáre nad itavou";500810;"Tesárske Mlyòany";407;"Zlaté Moravce";4;"Nitriansky";-478525.73;-1267047.43
863157;"Tešedíkovo";504068;"Tešedíkovo";405;"Ša¾a";4;"Nitriansky";-519794.07;-1292256.11
863165;"Tešmák";502782;"Šahy";402;"Levice";4;"Nitriansky";-434256.68;-1299455.55
863173;"Tibava";523178;"Tibava";809;"Sobrance";8;"Košickı";-193576.28;-1242349.6
863190;"Tichı Potok";525308;"Tichı Potok";708;"Sabinov";7;"Prešovskı";-295220.06;-1191408.21
863203;"Timoradza";505579;"Timoradza";301;"Bánovce nad Bebravou";3;"Trenèiansky";-482979.36;-1214639.87
863211;"Tisinec";527912;"Tisinec";711;"Stropkov";7;"Prešovskı";-232127.21;-1185141.18
863220;"Tisovec";515680;"Tisovec";609;"Rimavská Sobota";6;"Banskobystrickı";-361482.65;-1235612.16
863416;"Tlmaèe";502863;"Tlmaèe";402;"Levice";4;"Nitriansky";-467010.11;-1274426.51
863424;"Toènica";511901;"Toènica";606;"Luèenec";6;"Banskobystrickı";-383326.71;-1266631.36
863432;"Tokajík";527921;"Tokajík";711;"Stropkov";7;"Prešovskı";-228228.9;-1197661.84
863459;"Tomášikovo";504076;"Tomášikovo";202;"Galanta";2;"Trnavskı";-529037.25;-1293635.81
863475;"Malı Madaras";508276;"Tomášov";108;"Senec";1;"Bratislavskı";-553812.94;-1283345.05
863491;"Tomášov";508276;"Tomášov";108;"Senec";1;"Bratislavskı";-556803.04;-1282341.79
863505;"Tomášovce";511919;"Tomášovce";606;"Luèenec";6;"Banskobystrickı";-385715.59;-1271618.06
864455;"Trenèianske Teplice";506613;"Trenèianske Teplice";309;"Trenèín";3;"Trenèiansky";-488290.63;-1203684.03
864528;"Trenèín";505820;"Trenèín";309;"Trenèín";3;"Trenèiansky";-497040.38;-1206252.03
864668;"Trenèianske Biskupice";505820;"Trenèín";309;"Trenèín";3;"Trenèiansky";-499771.43;-1206599.67
864714;"Horné Mıto";555568;"Horné Mıto";201;"Dunajská Streda";2;"Trnavskı";-527046.89;-1299763.59
864731;"Trhová Hradská";555576;"Trhová Hradská";201;"Dunajská Streda";2;"Trnavskı";-527029.22;-1302776.28
864757;"Trhovište";523186;"Trhovište";807;"Michalovce";8;"Košickı";-222479.17;-1243627.44
864765;"Malá Tàòa";513792;"Malá Tàòa";811;"Trebišov";8;"Košickı";-232373.15;-1271214.59
864773;"Ve¾ká Tàòa";513806;"Ve¾ká Tàòa";811;"Trebišov";8;"Košickı";-232727.42;-1268289.1
864790;"Trnava";506745;"Trnava";207;"Trnava";2;"Trnavskı";-536023.88;-1257576.42
865265;"Trnavá Hora";517313;"Trnavá Hora";613;"iar nad Hronom";6;"Banskobystrickı";-432027.96;-1242893.51
865273;"Trnava pri Laborci";523194;"Trnava pri Laborci";807;"Michalovce";8;"Košickı";-212934.34;-1229792.82
865290;"Trnávka";501956;"Trnávka";201;"Dunajská Streda";2;"Trnavskı";-553191.75;-1297085.13
865303;"Trnávka";543829;"Trnávka";811;"Trebišov";8;"Košickı";-237562.22;-1241806.12
865311;"Budièka";518875;"Tànie";611;"Zvolen";6;"Banskobystrickı";-428509.54;-1242836.17
865338;"Kašova Lehôtka";518875;"Tànie";611;"Zvolen";6;"Banskobystrickı";-426814.74;-1240704.83
865346;"Tànie";518875;"Tànie";611;"Zvolen";6;"Banskobystrickı";-428284.28;-1244993.75
865354;"Trnkov";525324;"Trnkov";707;"Prešov";7;"Prešovskı";-253640.94;-1205286.25
865371;"Trnové";517402;"ilina";511;"ilina";5;"ilinskı";-439441.34;-1176387.3
865389;"Trnovec";504912;"Trnovec";206;"Skalica";2;"Trnavskı";-560448.06;-1209380.78
865397;"Hornı Jatov";504092;"Trnovec nad Váhom";405;"Ša¾a";4;"Nitriansky";-509824.88;-1284980.14
865427;"Trnovec nad Váhom";504092;"Trnovec nad Váhom";405;"Ša¾a";4;"Nitriansky";-512630.18;-1287110.09
865435;"Trnovo";512672;"Trnovo";506;"Martin";5;"ilinskı";-436626.83;-1196015.43
865443;"Troèany";519880;"Troèany";701;"Bardejov";7;"Prešovskı";-255026.88;-1187749.38
865451;"Trpín";518883;"Trpín";605;"Krupina";6;"Banskobystrickı";-422643.01;-1278301.75
865460;"Trsany";522091;"Trsany";806;"Košice - okolie";8;"Košickı";-252223.89;-1235528.76
865478;"Trstená";510106;"Trstená";510;"Tvrdošín";5;"ilinskı";-376398.94;-1159732.12
865486;"Trstená na Ostrove";501964;"Trstená na Ostrove";201;"Dunajská Streda";2;"Trnavskı";-546702.32;-1308508.71
865494;"Trstené";511072;"Trstené";505;"Liptovskı Mikuláš";5;"ilinskı";-379537.35;-1188948.5
865508;"Trstené pri Hornáde";522104;"Trstené pri Hornáde";806;"Košice - okolie";8;"Košickı";-256994.73;-1256425.58
865524;"Trstice";504106;"Trstice";202;"Galanta";2;"Trnavskı";-522157.64;-1299643.21
865532;"Tàstie";546640;"Dolnı Lieskov";306;"Povaská Bystrica";3;"Trenèiansky";-467586.57;-1192186.47
865559;"Trstín";507687;"Trstín";207;"Trnava";2;"Trnavskı";-542595.55;-1239525.11
865567;"Trubín";517038;"Lovèica-Trubín";613;"iar nad Hronom";6;"Banskobystrickı";-446937.51;-1239515.64
865575;"Tuhár";511943;"Tuhár";606;"Luèenec";6;"Banskobystrickı";-394855.46;-1264515.64
865583;"Tuhrina";525332;"Tuhrina";707;"Prešov";7;"Prešovskı";-251036.41;-1219803.17
865605;"Tuchyòa";513725;"Tuchyòa";302;"Ilava";3;"Trenèiansky";-482864.08;-1188763.9
865613;"Tulèík";525341;"Tulèík";707;"Prešov";7;"Prešovskı";-256823.68;-1199381.96
865630;"Chorvatice";502871;"Tupá";402;"Levice";4;"Nitriansky";-440361.64;-1294910.2
865648;"Tupá";502871;"Tupá";402;"Levice";4;"Nitriansky";-441063.4;-1296585.34
865656;"Turá";502880;"Turá";402;"Levice";4;"Nitriansky";-464974.77;-1290681.47
865702;"Turá Lúka";504581;"Myjava";303;"Myjava";3;"Trenèiansky";-536598.04;-1216924.63
865788;"Turany";512681;"Turany";506;"Martin";5;"ilinskı";-422795.26;-1182535.39
865796;"Turany nad Ondavou";527939;"Turany nad Ondavou";711;"Stropkov";7;"Prešovskı";-231234.32;-1199894.85
865800;"Vyšnı Hrabovec";560073;"Vyšnı Hrabovec";711;"Stropkov";7;"Prešovskı";-229071.97;-1199905.6
865818;"Turcovce";520900;"Turcovce";702;"Humenné";7;"Prešovskı";-217512.26;-1204079.16
865826;"Dolnı Turèek";512699;"Turèek";509;"Turèianske Teplice";5;"ilinskı";-435256.57;-1222680.52
865834;"Hornı Turèek";512699;"Turèek";509;"Turèianske Teplice";5;"ilinskı";-430809.76;-1223303.43
865842;"Turèianky";556271;"Turèianky";305;"Partizánske";3;"Trenèiansky";-479221.54;-1240763.03
865851;"Turèianska Štiavnièka";512702;"Turèianska Štiavnièka";506;"Martin";5;"ilinskı";-423547.53;-1189697.54
